col1,col2
271,20
282,19
47,6
336,27
220,35
654,42
560,45
670,3
742,10
52,34
764,2
847,16
54,21
264,37
542,12
997,29
34,1
436,26
47,7
745,25
161,36
75,30
35,43
966,18
651,8
977,44
383,24
476,39
927,41
262,33
348,5
367,48
63,11
779,31
685,15
947,4
474,14
934,17
688,9
78,46
699,38
38,28
251,49
208,13
967,47
714,22
193,32
466,40
621,23
458,50
133,37
670,8
636,19
658,18
256,39
911,46
164,22
304,34
246,9
426,11
400,30
806,28
357,16
350,24
221,1
216,50
779,38
561,41
789,43
97,15
340,45
664,49
789,33
463,35
574,29
786,21
30,14
668,25
644,44
793,17
900,40
996,6
828,47
397,31
347,2
638,13
666,20
636,3
146,4
687,5
621,36
942,7
814,42
501,23
813,26
615,32
353,27
249,48
126,10
364,12
844,5
122,46
902,44
864,12
402,21
417,27
72,48
526,33
3,32
10,30
784,3
3,9
360,19
405,35
448,29
48,2
65,18
475,31
858,10
872,47
927,17
280,7
297,15
171,4
657,50
838,20
818,36
44,14
176,49
802,43
231,11
95,8
736,24
117,42
278,26
850,28
186,41
980,37
321,23
396,34
452,40
882,45
316,6
737,39
602,25
73,1
429,22
417,38
863,13
846,16
312,16
205,27
3,12
508,43
555,18
57,5
519,3
830,29
723,15
388,47
859,7
792,46
225,37
325,25
157,50
758,19
558,32
593,41
627,26
391,22
38,38
145,17
234,2
595,39
811,35
976,4
316,45
174,13
924,9
14,10
539,34
959,44
832,30
754,23
665,36
14,1
514,42
910,8
284,6
870,33
458,48
491,14
796,31
856,11
592,24
793,49
930,40
551,20
403,28
725,21
455,49
753,20
3,13
260,8
102,50
848,26
735,38
136,25
357,19
389,10
440,17
766,2
205,32
97,5
327,44
821,43
87,9
472,6
698,3
389,18
778,21
76,45
176,48
151,24
193,37
514,33
924,29
495,42
174,31
930,15
189,36
149,11
142,41
838,23
9,14
520,34
895,46
382,16
728,22
245,40
516,30
608,47
391,27
735,35
588,39
91,28
423,1
807,12
250,7
478,4
244,6
265,3
606,42
807,25
410,13
622,28
807,15
421,44
451,30
610,7
54,21
653,48
274,37
799,23
306,31
363,32
983,49
342,18
755,22
805,27
807,1
999,34
950,4
189,39
767,12
585,46
872,9
487,40
934,43
390,41
332,50
668,11
690,35
927,8
128,17
573,33
21,20
199,10
441,14
721,45
872,26
416,2
40,47
714,19
684,24
453,36
812,5
557,29
978,38
983,16
872,1
321,10
711,22
873,13
910,46
668,4
787,16
349,45
38,42
394,27
916,39
745,28
126,20
664,2
757,35
674,44
244,29
401,14
198,43
703,8
451,5
585,41
837,21
571,34
523,49
936,24
893,6
424,12
88,40
389,9
144,11
932,17
996,30
182,3
90,15
937,19
930,26
924,37
964,48
187,25
397,36
233,47
987,18
830,23
261,32
718,50
949,33
190,7
760,31
740,38
948,45
285,3
583,26
618,27
71,11
130,15
795,17
46,9
803,14
991,21
868,6
230,29
644,50
451,1
699,23
950,30
184,35
795,47
9,41
35,2
349,22
180,40
828,39
414,44
623,33
745,4
344,43
810,28
200,18
893,32
814,24
754,12
726,8
751,5
566,13
366,7
31,36
521,34
918,49
452,10
784,37
358,16
688,38
639,25
872,46
492,42
469,19
966,48
793,31
670,20
623,46
673,22
323,11
537,10
857,7
131,12
185,35
468,33
989,20
321,36
976,5
81,50
317,24
874,39
191,28
130,8
840,21
144,32
985,25
988,30
90,49
992,16
452,1
555,42
380,31
532,43
809,40
725,6
66,38
476,37
147,4
84,26
901,3
835,23
855,15
969,2
20,9
936,19
459,41
712,45
7,44
277,13
232,34
544,48
983,14
180,18
900,17
943,27
304,47
667,29
894,28
378,27
864,13
943,47
14,46
502,8
449,39
69,11
187,33
577,49
553,36
11,6
943,21
663,25
228,45
43,3
55,23
29,10
897,50
908,30
408,7
830,42
858,4
797,38
65,32
646,15
5,19
152,5
118,41
849,20
616,29
360,48
635,2
221,22
561,18
700,12
397,16
562,43
229,34
773,35
382,31
688,14
600,17
892,26
707,37
145,1
426,9
814,44
3,24
744,40
168,45
906,5
171,35
218,26
249,36
110,32
397,9
396,41
151,44
189,11
685,3
730,2
119,37
164,21
315,6
677,25
671,33
358,13
2,1
551,34
751,10
371,40
681,14
905,16
342,43
598,23
239,24
299,46
39,12
713,30
52,7
287,38
23,50
564,4
912,18
909,15
454,49
992,8
101,29
55,22
719,42
778,31
562,28
375,20
122,39
710,27
609,47
467,19
763,48
232,17
616,15
781,49
293,4
698,14
348,46
321,1
882,6
905,3
467,26
396,28
760,30
197,13
10,24
960,5
925,11
593,50
782,48
273,45
343,2
429,10
383,35
910,20
314,44
163,12
453,22
229,43
836,32
264,36
868,18
754,9
377,25
70,31
983,38
250,21
58,17
509,29
471,27
746,40
688,39
981,19
90,47
496,8
219,33
48,16
344,37
100,23
76,41
296,42
423,34
134,7
54,38
882,33
288,1
694,34
765,24
819,19
900,9
670,35
14,16
908,36
425,3
521,26
944,45
721,2
419,20
60,42
263,37
809,50
139,21
68,13
624,4
351,23
975,27
781,48
437,30
296,49
731,7
43,18
895,29
274,47
289,17
434,44
446,43
563,39
424,31
800,11
830,6
126,22
201,12
764,8
163,40
908,15
705,10
259,46
771,41
665,25
856,32
719,14
562,5
780,28
511,46
375,43
108,6
825,20
375,5
537,41
402,32
269,19
573,11
376,44
464,49
450,34
271,30
412,25
801,28
90,36
644,12
820,29
791,31
79,22
587,7
959,4
684,17
489,37
125,1
756,2
27,47
350,3
42,40
428,48
985,10
581,18
809,13
335,15
284,45
625,35
756,27
176,16
370,24
830,50
315,39
470,14
362,23
381,33
512,26
251,9
799,21
865,42
534,38
730,8
278,35
454,14
821,27
677,37
788,18
518,22
912,29
447,1
993,31
170,36
521,10
880,15
348,3
471,28
240,25
816,26
534,4
276,33
131,44
236,16
589,7
719,9
265,24
973,42
133,34
321,43
988,20
108,39
549,6
307,12
994,48
35,30
906,11
55,47
661,45
153,41
42,8
406,50
793,49
209,17
331,38
861,46
400,19
150,40
844,32
51,23
687,2
921,5
831,13
576,21
543,47
466,10
986,16
765,25
955,6
998,24
902,27
367,50
762,11
138,38
607,4
678,36
597,44
273,26
883,5
729,12
353,32
259,28
16,7
201,22
458,45
523,48
103,17
564,20
70,46
323,42
350,13
870,8
728,37
160,29
609,19
893,40
781,2
579,30
170,18
609,34
632,35
588,21
54,49
213,43
19,31
357,41
322,3
556,33
986,14
654,39
645,9
532,1
166,23
648,15
40,48
173,28
244,41
912,46
736,6
451,10
536,4
130,18
686,12
828,32
888,24
836,37
183,47
31,45
509,50
884,29
365,39
962,43
520,16
199,7
749,14
14,22
924,9
888,38
41,13
810,42
900,19
564,11
615,8
75,5
433,15
783,17
480,27
337,31
665,34
360,1
119,26
250,21
109,35
23,2
362,49
309,40
282,44
264,25
555,30
470,3
523,36
302,33
920,20
908,23
976,21
200,1
982,37
70,16
688,5
255,39
53,18
443,46
699,19
413,24
973,48
313,33
219,9
836,30
154,23
597,40
443,47
354,41
973,31
493,4
920,13
852,45
416,8
563,25
245,20
377,44
201,26
298,22
913,3
308,27
527,14
470,15
241,32
604,17
315,2
923,11
178,6
962,10
910,38
118,28
897,36
621,50
9,7
330,49
637,35
587,42
361,12
4,34
11,29
766,43
231,17
528,27
832,3
172,49
255,50
477,25
714,34
411,29
52,45
125,1
431,23
138,9
971,18
361,39
416,16
129,6
815,15
639,12
883,31
907,42
327,14
533,46
148,26
624,44
707,33
309,21
802,19
491,40
675,37
389,32
241,28
49,48
498,35
79,4
181,47
673,22
972,30
501,5
556,38
926,11
27,7
103,8
777,36
381,43
265,13
430,20
76,2
388,41
609,10
533,24
217,1
717,45
812,15
134,25
450,33
256,11
990,40
159,14
305,43
921,41
813,7
455,39
577,16
369,29
216,21
633,17
586,36
48,20
189,6
637,12
296,46
862,35
476,44
685,28
614,27
550,50
530,34
894,31
658,18
109,5
454,10
653,37
467,38
897,13
830,24
891,32
793,47
215,26
235,8
798,48
534,42
773,30
775,2
570,22
571,4
741,9
841,49
738,19
780,3
624,23
916,42
518,21
173,30
212,24
972,3
85,12
395,39
407,26
833,36
52,5
355,13
743,22
732,49
723,1
942,7
117,20
589,44
751,10
429,47
116,14
732,35
613,9
403,50
713,16
708,34
395,37
819,33
694,4
869,6
575,19
112,8
785,17
151,28
987,32
850,2
882,25
839,23
620,15
9,43
617,40
111,38
289,29
655,45
661,46
718,27
119,11
725,18
3,41
442,31
433,48
304,49
219,14
275,32
278,1
579,44
591,50
660,34
928,9
677,8
642,18
185,10
895,7
840,39
73,17
709,22
971,36
927,25
836,43
596,20
954,30
472,27
103,21
756,28
680,45
913,15
745,47
189,23
359,12
654,33
788,6
488,37
882,26
574,48
171,38
884,13
799,2
278,24
852,41
708,16
337,35
533,11
436,4
37,19
941,31
868,42
409,29
336,3
430,46
736,40
393,5
546,2
512,15
56,3
187,41
331,43
637,39
929,16
419,1
229,9
764,48
229,5
873,29
897,20
611,23
692,36
452,38
73,12
584,7
402,45
369,4
913,10
444,42
605,46
868,32
696,8
973,31
140,44
365,49
646,18
850,11
851,27
922,34
182,30
998,25
602,40
499,19
836,47
776,50
789,22
922,17
213,14
738,21
749,26
607,13
107,24
293,6
12,37
793,33
55,28
453,35
191,26
424,14
442,9
391,24
384,48
351,32
314,27
793,34
440,30
817,36
259,31
418,22
867,17
645,11
591,47
585,12
562,10
694,7
877,2
544,19
592,25
143,1
36,4
366,5
48,16
982,15
366,49
419,37
373,23
908,28
23,20
670,13
243,43
870,21
987,35
688,41
795,45
739,40
677,39
893,3
320,44
472,33
446,50
122,18
666,29
500,8
33,46
144,6
792,42
797,38
676,27
762,39
855,24
637,2
186,41
639,13
609,33
366,28
120,1
50,18
548,10
956,37
791,45
592,4
341,21
702,19
973,15
42,38
157,50
644,36
648,49
988,30
583,40
105,47
972,44
6,16
43,42
452,23
360,17
697,6
151,29
781,7
628,46
368,20
618,22
738,34
460,14
111,11
843,8
268,3
93,31
739,12
972,35
753,5
732,26
31,25
951,32
724,43
146,9
660,48
458,32
282,26
726,29
309,13
246,14
589,7
345,36
979,6
287,42
607,23
458,39
899,38
239,27
818,16
719,46
51,4
138,41
588,37
12,8
271,11
622,49
283,12
539,18
440,30
75,3
43,24
727,9
15,5
101,31
441,28
741,44
880,50
543,22
848,33
97,1
852,34
790,48
443,10
280,20
68,21
914,17
362,25
238,45
402,35
41,43
298,47
456,2
891,15
515,19
426,40
841,1
336,39
711,45
977,13
168,27
921,19
39,31
162,6
25,9
189,46
662,11
209,14
261,32
769,7
182,35
146,24
344,48
196,21
141,3
838,44
977,34
843,36
98,8
200,47
225,41
822,10
218,16
611,29
155,12
976,20
577,33
220,50
410,4
262,17
373,22
21,38
200,43
569,18
80,37
167,5
327,15
125,30
690,2
476,25
634,23
29,42
120,26
207,49
293,40
37,28
3,17
843,13
866,30
682,21
434,16
836,20
910,42
941,25
147,33
747,8
29,32
573,40
579,29
873,35
583,46
675,2
955,34
555,36
16,48
148,5
854,39
629,26
912,10
570,50
791,18
425,41
651,37
657,14
703,3
464,4
460,31
973,7
296,22
112,47
523,45
708,43
448,19
553,9
773,15
47,28
28,12
572,6
884,44
458,24
754,27
193,23
7,38
753,11
496,49
87,1
970,1
936,31
380,39
360,29
608,37
476,47
287,34
165,5
768,48
126,10
338,41
272,40
784,3
407,28
575,2
479,21
251,12
478,46
931,6
367,15
63,36
543,19
840,18
238,7
544,32
280,38
832,4
338,14
499,25
188,42
171,13
653,11
508,43
974,44
315,23
65,8
579,27
793,24
302,35
900,17
193,26
753,45
550,50
514,49
377,30
731,33
884,16
339,9
780,22
357,20
956,47
82,48
305,16
800,24
572,30
18,50
115,36
623,17
763,37
228,49
809,25
265,26
354,29
772,46
879,4
171,12
341,13
167,6
825,40
539,8
144,42
475,10
806,18
144,43
783,45
282,27
201,33
821,11
194,21
416,38
990,20
894,44
465,39
311,41
72,1
570,28
791,14
633,3
979,15
631,35
723,9
787,32
735,7
768,2
811,5
138,34
420,19
215,31
568,23
616,22
121,15
408,17
360,6
915,18
52,32
203,49
560,43
446,27
399,5
527,9
217,28
147,46
5,26
129,8
818,50
36,45
688,7
953,1
818,13
172,19
718,33
463,12
432,16
850,48
486,21
42,11
438,4
318,40
908,37
821,22
598,34
597,14
283,23
804,3
771,31
871,47
9,30
652,29
176,36
449,39
823,44
898,35
353,41
948,24
109,2
919,25
637,38
482,42
321,20
28,10
918,38
216,4
38,13
219,40
827,2
425,48
467,3
594,23
117,7
427,17
228,36
755,49
680,26
296,37
433,10
995,30
476,15
433,8
187,5
811,12
212,39
491,9
765,41
290,45
93,16
606,43
209,46
409,32
741,34
832,27
537,11
291,24
761,44
765,19
126,20
148,42
886,6
863,28
849,18
453,33
346,1
820,22
847,35
830,50
917,47
636,21
508,29
715,25
660,14
861,31
672,36
346,8
276,19
628,1
826,22
465,7
466,46
155,30
214,42
791,40
700,32
652,18
972,33
203,6
415,11
591,12
644,14
529,5
740,28
164,35
677,26
510,45
230,37
875,17
409,3
835,27
560,29
817,10
859,16
470,24
598,21
548,23
958,31
490,47
532,48
476,4
67,25
691,50
124,44
272,34
58,2
200,38
167,43
689,20
451,41
283,15
701,9
282,49
237,13
976,39
126,36
987,17
774,44
22,35
98,25
388,11
731,2
749,10
828,34
608,40
585,50
541,24
38,15
815,21
580,9
459,47
739,13
272,46
645,3
987,16
236,19
255,27
269,41
331,32
307,6
621,49
744,4
502,18
237,1
795,29
25,43
729,26
178,37
997,8
181,30
780,45
828,23
200,31
938,7
828,38
707,12
364,5
460,20
987,14
725,22
201,48
983,42
10,28
984,33
165,39
831,27
760,21
792,40
228,34
640,36
101,17
270,1
807,11
847,9
58,16
567,39
198,31
383,2
961,23
674,30
52,18
971,13
436,44
266,42
656,14
708,12
663,25
732,6
253,15
63,47
465,22
699,43
842,7
365,37
419,35
374,41
798,45
665,32
188,24
61,38
474,5
375,20
161,46
529,19
843,50
669,48
447,28
98,10
169,4
315,49
91,3
947,29
962,8
526,26
808,33
366,43
330,21
895,45
8,20
621,41
121,3
630,30
77,5
352,23
126,28
195,37
889,35
973,46
154,2
965,47
347,44
11,9
753,49
329,16
611,10
445,25
52,15
937,26
944,4
545,7
366,33
670,18
216,48
730,13
375,11
529,50
760,29
390,34
265,6
994,39
404,19
714,42
154,36
71,12
176,27
243,40
334,14
495,31
906,38
228,32
630,8
700,24
480,17
358,22
479,1
9,49
184,39
785,2
206,25
529,14
101,36
584,50
754,7
588,42
179,11
441,32
91,41
889,15
56,3
519,1
915,24
488,47
326,44
838,4
862,12
62,18
190,9
644,35
105,48
541,30
976,22
281,13
858,34
98,27
484,23
656,16
544,6
696,8
213,46
91,5
97,43
92,19
727,33
942,45
688,28
90,40
253,38
72,37
739,31
802,10
956,17
662,20
806,29
949,21
669,26
223,1
745,48
954,33
232,25
113,8
77,16
470,42
177,20
481,13
397,23
800,12
103,6
620,14
926,22
548,26
254,40
300,10
411,35
435,9
879,3
554,24
71,45
193,47
408,5
409,43
703,11
92,31
562,44
988,36
366,19
948,2
662,46
91,41
28,17
42,27
825,28
77,18
26,49
366,50
90,30
152,34
773,32
463,7
265,38
932,39
961,37
47,29
995,4
493,21
471,15
486,17
954,19
819,16
367,23
857,26
829,9
735,3
218,22
387,46
463,36
254,35
557,5
414,2
353,28
764,41
797,39
434,50
589,15
935,42
541,12
24,29
328,10
481,34
819,8
603,33
594,1
178,49
594,6
342,38
720,4
727,18
489,47
426,13
356,24
837,21
407,27
524,20
963,7
610,14
372,30
106,25
700,37
484,45
834,43
947,32
920,40
913,48
749,44
679,31
767,11
884,46
302,19
766,28
619,29
736,41
812,15
597,44
65,1
318,37
909,10
69,13
116,12
966,30
14,5
580,22
454,27
817,43
335,24
627,49
974,48
938,50
842,36
690,21
380,35
674,47
430,39
925,9
799,38
69,32
588,18
820,34
6,16
738,3
911,2
306,31
154,25
204,7
331,11
630,14
743,40
259,26
608,17
180,33
885,6
414,23
336,20
330,45
111,42
713,4
341,8
240,2
579,40
627,48
86,19
506,7
248,30
655,33
43,10
361,20
86,18
968,46
727,13
685,11
549,49
757,16
475,43
713,45
867,24
984,3
62,22
822,35
616,9
287,12
583,17
960,38
814,32
754,39
752,27
918,31
153,50
654,34
810,15
779,14
844,1
632,25
961,44
290,29
38,5
936,47
753,36
224,21
205,41
536,37
388,28
323,23
168,4
582,26
860,6
169,8
4,42
984,15
114,34
953,23
618,36
983,32
515,49
98,12
103,47
284,28
702,50
193,1
523,20
801,27
377,33
279,4
943,35
634,22
873,38
674,19
136,45
499,29
586,48
446,21
452,6
680,10
261,9
219,24
92,2
176,14
477,42
710,18
158,3
102,7
883,8
341,40
200,44
626,5
390,41
174,25
408,13
127,11
717,16
108,26
647,39
647,17
199,46
952,31
697,30
761,37
790,43
542,25
907,6
872,35
433,14
339,36
78,15
539,10
156,32
254,16
79,13
99,18
424,11
527,46
639,27
427,34
692,43
74,8
829,28
711,26
178,17
247,48
775,47
121,23
588,44
634,50
899,30
991,45
484,38
287,24
106,21
449,4
859,22
630,19
123,37
597,40
387,9
854,5
886,2
600,20
496,3
817,49
630,7
966,39
145,42
47,41
784,31
14,1
27,29
481,12
408,33
583,47
696,36
680,12
306,42
643,23
520,48
272,45
996,46
582,19
544,17
285,37
551,9
7,6
693,10
921,29
654,14
177,13
947,22
301,2
31,41
464,4
355,25
582,31
938,38
765,21
463,50
276,49
975,16
998,11
363,28
486,7
836,1
883,5
214,15
867,20
91,33
100,24
34,40
776,3
331,27
613,35
471,39
282,34
658,8
813,30
284,32
631,43
600,44
643,18
512,26
650,24
523,27
207,1
687,8
268,10
603,41
75,9
646,49
256,28
240,11
777,43
678,48
19,39
669,2
276,13
891,3
756,42
646,44
386,25
948,15
353,4
159,31
766,35
484,32
659,17
283,30
892,22
371,20
837,36
834,46
509,33
886,19
714,50
321,34
877,23
367,18
85,5
872,12
700,21
573,45
841,40
400,37
285,47
767,6
374,29
46,26
421,16
729,7
400,14
597,38
714,45
589,32
32,22
566,14
840,35
468,42
623,21
541,46
680,7
461,17
34,8
717,40
898,26
270,37
765,23
729,47
302,16
702,36
618,30
457,49
346,44
406,50
416,25
571,3
557,18
714,5
73,48
902,31
837,4
47,13
580,19
402,43
124,28
512,10
724,27
213,34
921,9
662,15
1,38
206,12
488,39
539,24
94,33
300,41
490,11
664,2
157,1
273,29
664,6
605,20
942,1
41,18
722,13
724,20
861,15
665,36
851,10
601,17
338,7
649,33
803,40
842,26
902,22
474,6
389,30
979,8
84,23
135,12
352,3
563,24
397,27
1,14
827,50
749,42
568,21
531,28
615,45
928,19
962,31
624,34
594,4
391,35
702,49
698,2
47,5
89,46
988,47
561,44
170,37
980,41
661,11
345,32
823,43
352,9
481,48
154,16
484,25
139,39
265,38
873,29
580,6
840,16
275,25
279,47
285,8
984,20
187,45
248,7
118,12
89,21
369,41
346,11
41,29
740,3
845,40
510,48
602,43
279,2
3,23
378,18
831,50
741,1
615,36
93,46
861,15
130,9
389,27
880,4
156,13
937,33
574,19
62,37
262,28
153,32
256,10
446,34
536,17
121,49
155,38
374,5
866,14
229,24
3,26
513,30
747,35
742,44
663,39
818,31
331,42
302,22
634,37
153,11
84,28
123,24
581,7
949,3
221,49
991,41
592,44
397,15
125,36
563,13
814,10
464,33
733,50
74,47
352,32
875,46
792,31
719,39
560,5
654,1
476,40
618,16
179,22
995,23
178,9
517,19
188,18
966,29
259,38
60,43
310,8
620,2
985,20
286,25
125,48
705,6
519,12
642,17
456,35
239,45
126,26
249,42
563,4
137,30
285,14
727,27
881,34
438,21
658,11
302,49
815,46
499,17
98,30
361,48
287,23
884,25
997,9
934,8
561,10
806,15
790,33
686,39
429,3
745,44
446,29
376,47
431,5
964,4
446,28
28,27
163,36
977,16
763,42
281,12
566,6
883,22
642,50
111,34
309,41
309,43
966,13
326,45
462,40
331,21
409,2
882,19
633,35
97,31
986,20
800,26
881,24
957,18
739,1
137,38
942,32
864,37
62,7
837,14
752,44
922,41
42,22
732,38
415,9
546,48
306,34
30,26
865,13
876,16
982,18
750,42
333,3
614,11
999,14
721,19
909,5
848,50
558,32
172,24
563,1
476,29
180,37
414,12
323,43
221,35
100,39
92,28
791,36
413,7
554,6
48,25
400,40
974,27
829,8
407,21
81,46
195,30
210,45
575,47
850,31
262,20
184,4
528,17
316,49
639,23
540,33
696,2
819,15
514,10
257,32
497,41
972,50
915,48
204,40
610,22
582,13
930,33
298,11
450,46
939,27
53,34
108,5
928,26
463,44
3,19
789,23
807,1
317,39
31,35
960,17
250,14
906,12
495,18
829,37
974,43
180,16
849,7
950,9
328,45
130,29
761,25
561,30
362,49
552,21
172,10
216,3
499,15
548,8
873,42
566,6
671,24
585,31
175,20
968,38
811,36
528,4
351,47
751,2
3,28
428,4
402,28
642,8
314,32
676,42
944,26
238,16
213,43
991,47
448,29
412,34
40,38
492,36
11,11
320,1
548,23
647,10
241,39
375,3
874,9
405,27
958,33
818,41
781,22
75,46
999,40
832,30
309,6
708,25
581,37
796,2
931,20
532,19
316,15
209,5
39,14
582,45
401,48
995,21
820,18
467,17
773,31
501,35
150,13
371,7
503,44
132,24
125,50
165,49
721,12
917,22
400,25
451,38
18,24
949,34
724,47
800,1
496,19
172,50
490,21
48,42
199,10
817,18
787,37
951,13
457,39
895,36
473,35
702,43
256,2
446,31
440,32
202,26
443,7
149,45
20,6
707,8
473,27
529,44
327,33
252,46
654,28
866,29
960,41
586,48
149,30
352,40
349,15
580,17
880,5
701,9
318,14
277,4
744,49
119,23
244,12
249,3
33,16
881,11
709,20
411,49
854,10
480,40
533,36
217,8
256,12
199,7
917,38
440,48
66,13
160,22
724,23
345,4
781,33
214,42
940,18
197,24
971,43
370,15
386,26
390,47
656,37
73,44
366,9
74,27
70,16
940,25
280,21
210,6
308,28
38,14
604,34
272,32
422,31
11,39
421,30
310,19
691,17
472,29
180,2
200,41
180,50
301,5
325,46
553,35
869,20
672,3
131,45
510,11
207,1
947,14
434,28
842,41
10,50
755,29
20,48
794,3
343,5
238,2
802,19
278,4
67,35
490,36
504,8
385,32
469,26
952,7
156,24
397,39
326,38
764,44
461,21
772,42
994,15
183,25
887,9
759,27
380,10
251,1
948,22
678,16
148,33
764,13
954,11
663,30
43,43
895,34
410,12
178,46
868,18
372,47
678,37
641,49
164,17
639,6
262,40
621,45
285,23
145,20
301,31
307,5
441,8
863,45
728,42
995,43
283,35
32,47
495,22
858,46
74,6
591,3
503,15
308,20
521,36
47,48
774,40
645,33
11,28
380,11
836,21
677,38
259,19
188,1
152,17
849,7
423,9
981,2
206,24
257,25
199,31
517,4
137,29
399,30
647,27
585,18
337,44
877,26
530,41
421,14
867,32
263,50
916,13
203,23
783,49
533,16
867,39
176,37
805,12
894,10
802,34
540,34
487,10
434,38
445,30
608,12
872,22
847,46
147,16
907,28
32,14
547,25
211,17
32,29
492,6
45,1
539,19
740,20
52,42
424,44
762,31
606,9
156,50
765,21
843,7
122,8
801,37
624,49
786,24
150,45
821,11
718,41
840,27
20,3
260,13
431,4
442,48
226,47
921,15
234,43
255,32
916,39
320,18
980,26
981,2
127,5
972,35
981,23
39,36
991,40
248,33
241,32
669,39
791,27
242,36
417,16
313,1
636,33
124,35
864,20
561,7
451,29
611,18
496,42
766,19
747,48
505,24
832,44
963,38
915,50
181,21
147,6
967,2
718,49
975,22
749,8
541,3
453,12
311,9
293,46
669,41
496,13
708,45
356,40
488,34
476,23
954,28
715,10
266,30
676,25
540,15
7,4
369,43
826,31
290,5
648,14
716,26
89,11
846,47
140,37
776,17
943,15
533,33
558,23
816,27
718,4
806,21
939,5
700,29
416,37
302,46
889,18
415,12
604,24
151,31
165,47
985,10
857,39
537,19
182,45
746,22
75,6
1,34
821,17
186,42
601,9
765,48
326,26
890,41
759,35
824,25
115,20
737,36
716,2
999,43
426,40
621,49
70,16
884,13
575,44
611,14
367,32
423,11
691,7
494,8
927,38
82,3
591,50
646,30
849,28
567,1
671,3
616,12
551,50
659,19
484,6
412,30
285,15
586,46
873,17
853,5
329,41
923,18
611,16
594,2
976,8
460,33
692,9
908,40
604,7
793,14
143,25
933,28
826,13
253,38
262,1
285,47
669,37
496,49
164,29
22,20
763,43
255,24
200,26
259,23
802,45
133,44
622,31
534,4
87,11
341,36
79,22
251,21
298,48
789,39
708,10
998,35
334,32
526,34
421,42
814,27
405,43
523,7
630,21
17,28
751,46
302,32
273,9
603,4
861,1
216,14
59,34
178,17
842,27
23,29
373,31
469,22
697,35
909,44
441,15
919,41
868,13
811,49
324,23
523,26
241,2
860,18
739,48
108,8
690,16
532,5
907,11
192,39
869,25
305,47
440,50
998,42
896,6
464,12
169,3
652,19
634,38
124,40
684,37
432,33
450,45
851,36
77,30
844,20
202,24
109,10
464,36
383,22
28,46
930,9
795,27
385,14
165,4
692,19
496,3
920,37
155,34
315,44
603,16
716,40
521,47
153,6
906,15
774,11
982,28
478,8
895,20
23,29
1,24
800,41
811,26
331,17
337,42
660,10
36,23
473,1
959,7
987,43
660,21
990,12
226,25
564,5
901,18
930,2
781,33
551,48
68,35
974,31
677,49
807,45
767,39
558,30
607,50
626,32
724,38
655,13
398,38
249,35
573,33
53,1
957,45
811,15
181,8
177,43
291,11
304,34
913,49
597,13
451,2
636,7
220,40
188,39
731,29
878,37
791,50
415,28
41,16
56,46
806,21
797,10
893,23
959,31
189,17
843,6
432,25
962,36
263,27
218,41
948,9
342,32
155,47
756,20
468,44
560,12
940,3
166,48
77,26
85,18
980,22
413,30
617,5
550,4
337,42
501,19
85,14
774,24
123,27
152,23
839,21
14,19
169,41
2,37
827,24
902,11
292,26
52,2
30,35
942,13
171,9
681,46
955,12
830,6
601,15
537,4
666,34
199,45
231,20
761,39
314,31
336,43
97,18
573,47
871,32
610,22
553,7
609,17
649,1
152,42
179,49
369,40
419,50
487,36
750,48
366,33
202,14
310,44
344,29
998,38
208,28
834,30
773,16
690,25
287,5
961,3
73,8
40,10
648,31
62,16
767,15
693,38
698,33
814,25
249,40
673,10
538,27
852,29
824,36
437,21
896,17
531,34
323,50
271,23
688,12
127,8
76,44
387,32
499,35
135,43
573,24
560,13
704,47
403,14
526,37
164,28
687,6
728,39
283,3
560,9
529,1
214,5
18,7
922,48
798,30
865,18
661,11
566,22
898,2
45,41
222,46
854,49
821,4
250,26
695,19
371,42
113,20
664,45
521,42
958,43
956,37
476,25
181,18
252,48
332,11
628,46
365,6
148,45
808,34
610,16
574,5
896,8
728,41
359,23
525,26
129,40
126,17
91,20
729,31
90,24
252,10
206,1
829,38
328,39
716,30
207,33
782,50
841,19
121,13
873,47
184,12
37,7
916,15
951,21
474,35
696,29
535,2
510,22
221,36
195,32
746,28
247,4
320,3
122,44
277,49
347,27
988,9
721,14
422,37
182,29
236,3
426,34
170,20
532,10
837,24
91,43
242,31
637,15
52,30
936,23
109,14
484,1
11,21
783,17
644,41
906,36
994,13
258,12
217,4
53,28
398,7
341,8
370,9
734,16
496,47
650,22
208,2
648,27
481,25
685,26
811,45
262,44
22,40
311,6
389,33
643,11
996,42
469,38
272,48
179,50
37,32
710,18
494,39
746,49
156,19
550,5
316,46
559,35
538,30
631,47
564,29
134,20
206,26
917,38
688,18
561,19
607,7
963,11
726,43
351,27
673,13
405,45
320,33
141,32
119,8
971,35
969,4
797,48
315,3
796,5
190,6
688,10
554,15
169,12
208,16
44,50
517,17
863,44
951,37
392,41
504,22
738,31
372,46
225,49
608,28
935,9
910,14
930,39
640,42
853,40
953,25
610,2
140,24
862,21
251,36
11,34
948,23
387,1
381,31
940,4
325,32
668,21
353,48
511,1
537,44
75,14
134,46
10,26
979,20
100,33
453,13
258,9
568,28
882,11
950,47
500,29
767,43
807,5
222,24
861,6
484,37
504,19
729,40
330,15
911,25
933,12
188,7
753,41
485,2
939,22
520,34
353,30
370,3
133,35
977,16
328,27
796,45
134,10
503,42
333,38
931,17
664,39
419,8
786,23
800,18
479,50
